courier_id,order_id,accept_time,deliver_time,waiting_time,waiting_time_minutes
1394,38954,2022-09-04 19:47:00,2022-09-04 20:08:00,0 days 00:21:00,21
658,38955,2022-09-04 19:47:00,2022-09-04 20:05:00,0 days 00:18:00,18
1752,38956,2022-09-04 19:47:00,2022-09-04 20:12:00,0 days 00:25:00,25
2235,38957,2022-09-04 19:48:00,2022-09-04 20:07:00,0 days 00:19:00,19
2153,38958,2022-09-04 19:48:00,2022-09-04 20:07:00,0 days 00:19:00,19
2158,38959,2022-09-04 19:48:00,2022-09-04 20:09:00,0 days 00:21:00,21
1762,38960,2022-09-04 19:48:00,2022-09-04 20:12:00,0 days 00:24:00,24
362,38961,2022-09-04 19:48:00,2022-09-04 20:11:00,0 days 00:23:00,23
2328,38962,2022-09-04 19:48:00,2022-09-04 20:05:00,0 days 00:17:00,17
158,38963,2022-09-04 19:48:00,2022-09-04 20:13:00,0 days 00:25:00,25
1397,38964,2022-09-04 19:48:00,2022-09-04 20:07:00,0 days 00:19:00,19
1568,38965,2022-09-04 19:49:00,2022-09-04 20:10:00,0 days 00:21:00,21
477,38967,2022-09-04 19:49:00,2022-09-04 20:06:00,0 days 00:17:00,17
424,38968,2022-09-04 19:50:00,2022-09-04 20:14:00,0 days 00:24:00,24
661,38969,2022-09-04 19:50:00,2022-09-04 20:08:00,0 days 00:18:00,18
2302,38970,2022-09-04 19:50:00,2022-09-04 20:11:00,0 days 00:21:00,21
2032,38971,2022-09-04 19:50:00,2022-09-04 20:12:00,0 days 00:22:00,22
1191,38972,2022-09-04 19:50:00,2022-09-04 20:07:00,0 days 00:17:00,17
323,38973,2022-09-04 19:50:00,2022-09-04 20:09:00,0 days 00:19:00,19
2088,38974,2022-09-04 19:50:00,2022-09-04 20:06:00,0 days 00:16:00,16
922,38975,2022-09-04 19:50:00,2022-09-04 20:15:00,0 days 00:25:00,25
344,38976,2022-09-04 19:51:00,2022-09-04 20:14:00,0 days 00:23:00,23
763,38977,2022-09-04 19:51:00,2022-09-04 20:10:00,0 days 00:19:00,19
2152,38978,2022-09-04 19:51:00,2022-09-04 20:13:00,0 days 00:22:00,22
707,38979,2022-09-04 19:52:00,2022-09-04 20:15:00,0 days 00:23:00,23
321,38980,2022-09-04 19:52:00,2022-09-04 20:12:00,0 days 00:20:00,20
718,38981,2022-09-04 19:53:00,2022-09-04 20:14:00,0 days 00:21:00,21
274,38982,2022-09-04 19:53:00,2022-09-04 20:14:00,0 days 00:21:00,21
16,38983,2022-09-04 19:53:00,2022-09-04 20:19:00,0 days 00:26:00,26
59,38984,2022-09-04 19:53:00,2022-09-04 20:11:00,0 days 00:18:00,18
2326,38985,2022-09-04 19:53:00,2022-09-04 20:15:00,0 days 00:22:00,22
679,38986,2022-09-04 19:53:00,2022-09-04 20:10:00,0 days 00:17:00,17
1920,38987,2022-09-04 19:54:00,2022-09-04 20:12:00,0 days 00:18:00,18
1185,38988,2022-09-04 19:54:00,2022-09-04 20:09:00,0 days 00:15:00,15
453,38989,2022-09-04 19:54:00,2022-09-04 20:14:00,0 days 00:20:00,20
1938,38990,2022-09-04 19:54:00,2022-09-04 20:14:00,0 days 00:20:00,20
1890,38991,2022-09-04 19:54:00,2022-09-04 20:16:00,0 days 00:22:00,22
421,38992,2022-09-04 19:54:00,2022-09-04 20:11:00,0 days 00:17:00,17
945,38993,2022-09-04 19:55:00,2022-09-04 20:16:00,0 days 00:21:00,21
1678,38994,2022-09-04 19:55:00,2022-09-04 20:16:00,0 days 00:21:00,21
104,38995,2022-09-04 19:55:00,2022-09-04 20:17:00,0 days 00:22:00,22
1470,38996,2022-09-04 19:55:00,2022-09-04 20:14:00,0 days 00:19:00,19
1862,38997,2022-09-04 19:55:00,2022-09-04 20:16:00,0 days 00:21:00,21
980,38998,2022-09-04 19:56:00,2022-09-04 20:14:00,0 days 00:18:00,18
1386,38999,2022-09-04 19:56:00,2022-09-04 20:21:00,0 days 00:25:00,25
2164,39000,2022-09-04 19:56:00,2022-09-04 20:11:00,0 days 00:15:00,15
2188,39001,2022-09-04 19:56:00,2022-09-04 20:19:00,0 days 00:23:00,23
1766,39002,2022-09-04 19:56:00,2022-09-04 20:18:00,0 days 00:22:00,22
43,39003,2022-09-04 19:57:00,2022-09-04 20:19:00,0 days 00:22:00,22
697,39004,2022-09-04 19:57:00,2022-09-04 20:14:00,0 days 00:17:00,17
1776,39005,2022-09-04 19:57:00,2022-09-04 20:16:00,0 days 00:19:00,19
593,39006,2022-09-04 19:57:00,2022-09-04 20:16:00,0 days 00:19:00,19
2359,39007,2022-09-04 19:57:00,2022-09-04 20:19:00,0 days 00:22:00,22
170,39008,2022-09-04 19:57:00,2022-09-04 20:20:00,0 days 00:23:00,23
356,39009,2022-09-04 19:58:00,2022-09-04 20:23:00,0 days 00:25:00,25
1198,39010,2022-09-04 19:58:00,2022-09-04 20:21:00,0 days 00:23:00,23
1484,39011,2022-09-04 19:58:00,2022-09-04 20:21:00,0 days 00:23:00,23
245,39012,2022-09-04 19:58:00,2022-09-04 20:24:00,0 days 00:26:00,26
970,39013,2022-09-04 19:58:00,2022-09-04 20:14:00,0 days 00:16:00,16
1214,39014,2022-09-04 19:58:00,2022-09-04 20:20:00,0 days 00:22:00,22
559,39015,2022-09-04 19:58:00,2022-09-04 20:20:00,0 days 00:22:00,22
1892,39016,2022-09-04 19:58:00,2022-09-04 20:23:00,0 days 00:25:00,25
121,39017,2022-09-04 19:59:00,2022-09-04 20:15:00,0 days 00:16:00,16
72,39018,2022-09-04 19:59:00,2022-09-04 20:19:00,0 days 00:20:00,20
1443,39019,2022-09-04 19:59:00,2022-09-04 20:15:00,0 days 00:16:00,16
145,39020,2022-09-04 19:59:00,2022-09-04 20:24:00,0 days 00:25:00,25
590,39021,2022-09-04 19:59:00,2022-09-04 20:13:00,0 days 00:14:00,14
852,39022,2022-09-04 19:59:00,2022-09-04 20:20:00,0 days 00:21:00,21
1897,39023,2022-09-04 20:00:00,2022-09-04 20:25:00,0 days 00:25:00,25
2201,39024,2022-09-04 20:00:00,2022-09-04 20:22:00,0 days 00:22:00,22
1571,39025,2022-09-04 20:00:00,2022-09-04 20:20:00,0 days 00:20:00,20
366,39026,2022-09-04 20:00:00,2022-09-04 20:21:00,0 days 00:21:00,21
419,39027,2022-09-04 20:00:00,2022-09-04 20:23:00,0 days 00:23:00,23
438,39028,2022-09-04 20:00:00,2022-09-04 20:17:00,0 days 00:17:00,17
1239,39029,2022-09-04 20:01:00,2022-09-04 20:18:00,0 days 00:17:00,17
753,39030,2022-09-04 20:01:00,2022-09-04 20:22:00,0 days 00:21:00,21
557,39031,2022-09-04 20:01:00,2022-09-04 20:27:00,0 days 00:26:00,26
1051,39032,2022-09-04 20:01:00,2022-09-04 20:22:00,0 days 00:21:00,21
1949,39033,2022-09-04 20:02:00,2022-09-04 20:19:00,0 days 00:17:00,17
1479,39034,2022-09-04 20:02:00,2022-09-04 20:22:00,0 days 00:20:00,20
1690,39035,2022-09-04 20:02:00,2022-09-04 20:27:00,0 days 00:25:00,25
2073,39036,2022-09-04 20:02:00,2022-09-04 20:22:00,0 days 00:20:00,20
2363,39037,2022-09-04 20:02:00,2022-09-04 20:27:00,0 days 00:25:00,25
819,39038,2022-09-04 20:02:00,2022-09-04 20:20:00,0 days 00:18:00,18
862,39039,2022-09-04 20:03:00,2022-09-04 20:15:00,0 days 00:12:00,12
2006,39040,2022-09-04 20:03:00,2022-09-04 20:18:00,0 days 00:15:00,15
2287,39041,2022-09-04 20:03:00,2022-09-04 20:26:00,0 days 00:23:00,23
157,39043,2022-09-04 20:03:00,2022-09-04 20:16:00,0 days 00:13:00,13
530,39044,2022-09-04 20:03:00,2022-09-04 20:25:00,0 days 00:22:00,22
701,39045,2022-09-04 20:03:00,2022-09-04 20:23:00,0 days 00:20:00,20
2274,39046,2022-09-04 20:04:00,2022-09-04 20:27:00,0 days 00:23:00,23
1786,39047,2022-09-04 20:04:00,2022-09-04 20:25:00,0 days 00:21:00,21
568,39048,2022-09-04 20:04:00,2022-09-04 20:29:00,0 days 00:25:00,25
1942,39049,2022-09-04 20:04:00,2022-09-04 20:27:00,0 days 00:23:00,23
1906,39050,2022-09-04 20:04:00,2022-09-04 20:23:00,0 days 00:19:00,19
391,39051,2022-09-04 20:04:00,2022-09-04 20:25:00,0 days 00:21:00,21
119,39052,2022-09-04 20:05:00,2022-09-04 20:29:00,0 days 00:24:00,24
2083,39053,2022-09-04 20:05:00,2022-09-04 20:23:00,0 days 00:18:00,18
1929,39054,2022-09-04 20:05:00,2022-09-04 20:23:00,0 days 00:18:00,18
2255,39055,2022-09-04 20:05:00,2022-09-04 20:25:00,0 days 00:20:00,20
1195,39056,2022-09-04 20:05:00,2022-09-04 20:32:00,0 days 00:27:00,27
2366,39057,2022-09-04 20:05:00,2022-09-04 20:26:00,0 days 00:21:00,21
294,39058,2022-09-04 20:05:00,2022-09-04 20:23:00,0 days 00:18:00,18
308,39059,2022-09-04 20:05:00,2022-09-04 20:30:00,0 days 00:25:00,25
743,39060,2022-09-04 20:05:00,2022-09-04 20:25:00,0 days 00:20:00,20
292,39061,2022-09-04 20:05:00,2022-09-04 20:24:00,0 days 00:19:00,19
407,39062,2022-09-04 20:05:00,2022-09-04 20:31:00,0 days 00:26:00,26
838,39063,2022-09-04 20:05:00,2022-09-04 20:27:00,0 days 00:22:00,22
2015,39064,2022-09-04 20:06:00,2022-09-04 20:27:00,0 days 00:21:00,21
167,39065,2022-09-04 20:06:00,2022-09-04 20:28:00,0 days 00:22:00,22
733,39066,2022-09-04 20:06:00,2022-09-04 20:24:00,0 days 00:18:00,18
417,39067,2022-09-04 20:06:00,2022-09-04 20:23:00,0 days 00:17:00,17
1151,39068,2022-09-04 20:06:00,2022-09-04 20:23:00,0 days 00:17:00,17
1381,39069,2022-09-04 20:06:00,2022-09-04 20:24:00,0 days 00:18:00,18
1388,39070,2022-09-04 20:06:00,2022-09-04 20:23:00,0 days 00:17:00,17
605,39071,2022-09-04 20:07:00,2022-09-04 20:30:00,0 days 00:23:00,23
493,39072,2022-09-04 20:07:00,2022-09-04 20:24:00,0 days 00:17:00,17
1869,39073,2022-09-04 20:08:00,2022-09-04 20:23:00,0 days 00:15:00,15
102,39074,2022-09-04 20:08:00,2022-09-04 20:32:00,0 days 00:24:00,24
569,39075,2022-09-04 20:08:00,2022-09-04 20:30:00,0 days 00:22:00,22
1292,39076,2022-09-04 20:08:00,2022-09-04 20:31:00,0 days 00:23:00,23
1379,39077,2022-09-04 20:08:00,2022-09-04 20:31:00,0 days 00:23:00,23
2267,39078,2022-09-04 20:09:00,2022-09-04 20:36:00,0 days 00:27:00,27
573,39079,2022-09-04 20:09:00,2022-09-04 20:24:00,0 days 00:15:00,15
8,39080,2022-09-04 20:09:00,2022-09-04 20:25:00,0 days 00:16:00,16
1150,39081,2022-09-04 20:09:00,2022-09-04 20:28:00,0 days 00:19:00,19
285,39082,2022-09-04 20:09:00,2022-09-04 20:35:00,0 days 00:26:00,26
2033,39083,2022-09-04 20:09:00,2022-09-04 20:30:00,0 days 00:21:00,21
1117,39084,2022-09-04 20:10:00,2022-09-04 20:27:00,0 days 00:17:00,17
661,39085,2022-09-04 20:10:00,2022-09-04 20:30:00,0 days 00:20:00,20
1172,39086,2022-09-04 20:10:00,2022-09-04 20:26:00,0 days 00:16:00,16
1500,39088,2022-09-04 20:10:00,2022-09-04 20:32:00,0 days 00:22:00,22
1320,39089,2022-09-04 20:10:00,2022-09-04 20:35:00,0 days 00:25:00,25
2067,39090,2022-09-04 20:11:00,2022-09-04 20:34:00,0 days 00:23:00,23
1186,39091,2022-09-04 20:11:00,2022-09-04 20:31:00,0 days 00:20:00,20
491,39092,2022-09-04 20:11:00,2022-09-04 20:29:00,0 days 00:18:00,18
168,39093,2022-09-04 20:11:00,2022-09-04 20:35:00,0 days 00:24:00,24
540,39094,2022-09-04 20:11:00,2022-09-04 20:33:00,0 days 00:22:00,22
92,39095,2022-09-04 20:12:00,2022-09-04 20:28:00,0 days 00:16:00,16
223,39096,2022-09-04 20:12:00,2022-09-04 20:32:00,0 days 00:20:00,20
2352,39097,2022-09-04 20:12:00,2022-09-04 20:28:00,0 days 00:16:00,16
1382,39098,2022-09-04 20:12:00,2022-09-04 20:29:00,0 days 00:17:00,17
77,39099,2022-09-04 20:12:00,2022-09-04 20:37:00,0 days 00:25:00,25
163,39100,2022-09-04 20:13:00,2022-09-04 20:31:00,0 days 00:18:00,18
1212,39101,2022-09-04 20:13:00,2022-09-04 20:32:00,0 days 00:19:00,19
1335,39102,2022-09-04 20:13:00,2022-09-04 20:30:00,0 days 00:17:00,17
1675,39103,2022-09-04 20:13:00,2022-09-04 20:39:00,0 days 00:26:00,26
1805,39104,2022-09-04 20:13:00,2022-09-04 20:30:00,0 days 00:17:00,17
154,39105,2022-09-04 20:13:00,2022-09-04 20:29:00,0 days 00:16:00,16
94,39106,2022-09-04 20:13:00,2022-09-04 20:33:00,0 days 00:20:00,20
39,39107,2022-09-04 20:14:00,2022-09-04 20:33:00,0 days 00:19:00,19
261,39108,2022-09-04 20:14:00,2022-09-04 20:38:00,0 days 00:24:00,24
765,39109,2022-09-04 20:14:00,2022-09-04 20:30:00,0 days 00:16:00,16
1143,39110,2022-09-04 20:14:00,2022-09-04 20:35:00,0 days 00:21:00,21
2358,39111,2022-09-04 20:14:00,2022-09-04 20:34:00,0 days 00:20:00,20
1368,39112,2022-09-04 20:14:00,2022-09-04 20:34:00,0 days 00:20:00,20
1549,39113,2022-09-04 20:15:00,2022-09-04 20:38:00,0 days 00:23:00,23
2092,39114,2022-09-04 20:15:00,2022-09-04 20:36:00,0 days 00:21:00,21
1676,39115,2022-09-04 20:15:00,2022-09-04 20:33:00,0 days 00:18:00,18
1391,39116,2022-09-04 20:16:00,2022-09-04 20:33:00,0 days 00:17:00,17
286,39117,2022-09-04 20:16:00,2022-09-04 20:39:00,0 days 00:23:00,23
1893,39118,2022-09-04 20:16:00,2022-09-04 20:37:00,0 days 00:21:00,21
1417,39119,2022-09-04 20:16:00,2022-09-04 20:34:00,0 days 00:18:00,18
1710,39120,2022-09-04 20:16:00,2022-09-04 20:33:00,0 days 00:17:00,17
685,39121,2022-09-04 20:16:00,2022-09-04 20:35:00,0 days 00:19:00,19
1970,39122,2022-09-04 20:16:00,2022-09-04 20:28:00,0 days 00:12:00,12
1777,39123,2022-09-04 20:16:00,2022-09-04 20:37:00,0 days 00:21:00,21
1050,39124,2022-09-04 20:17:00,2022-09-04 20:32:00,0 days 00:15:00,15
2308,39125,2022-09-04 20:17:00,2022-09-04 20:37:00,0 days 00:20:00,20
856,39126,2022-09-04 20:17:00,2022-09-04 20:36:00,0 days 00:19:00,19
2129,39127,2022-09-04 20:17:00,2022-09-04 20:39:00,0 days 00:22:00,22
1756,39129,2022-09-04 20:18:00,2022-09-04 20:37:00,0 days 00:19:00,19
2314,39130,2022-09-04 20:18:00,2022-09-04 20:36:00,0 days 00:18:00,18
1592,39131,2022-09-04 20:18:00,2022-09-04 20:37:00,0 days 00:19:00,19
906,39132,2022-09-04 20:18:00,2022-09-04 20:39:00,0 days 00:21:00,21
1013,39133,2022-09-04 20:18:00,2022-09-04 20:33:00,0 days 00:15:00,15
2251,39134,2022-09-04 20:18:00,2022-09-04 20:31:00,0 days 00:13:00,13
2364,39135,2022-09-04 20:18:00,2022-09-04 20:37:00,0 days 00:19:00,19
1947,39136,2022-09-04 20:18:00,2022-09-04 20:38:00,0 days 00:20:00,20
919,39137,2022-09-04 20:18:00,2022-09-04 20:33:00,0 days 00:15:00,15
371,39138,2022-09-04 20:19:00,2022-09-04 20:42:00,0 days 00:23:00,23
196,39139,2022-09-04 20:19:00,2022-09-04 20:37:00,0 days 00:18:00,18
1840,39140,2022-09-04 20:19:00,2022-09-04 20:45:00,0 days 00:26:00,26
1939,39141,2022-09-04 20:19:00,2022-09-04 20:38:00,0 days 00:19:00,19
358,39142,2022-09-04 20:19:00,2022-09-04 20:38:00,0 days 00:19:00,19
575,39143,2022-09-04 20:20:00,2022-09-04 20:40:00,0 days 00:20:00,20
1580,39144,2022-09-04 20:20:00,2022-09-04 20:42:00,0 days 00:22:00,22
1169,39145,2022-09-04 20:20:00,2022-09-04 20:40:00,0 days 00:20:00,20
441,39146,2022-09-04 20:20:00,2022-09-04 20:43:00,0 days 00:23:00,23
320,39147,2022-09-04 20:20:00,2022-09-04 20:36:00,0 days 00:16:00,16
937,39148,2022-09-04 20:20:00,2022-09-04 20:42:00,0 days 00:22:00,22
1331,39150,2022-09-04 20:21:00,2022-09-04 20:37:00,0 days 00:16:00,16
449,39151,2022-09-04 20:21:00,2022-09-04 20:41:00,0 days 00:20:00,20
1402,39152,2022-09-04 20:21:00,2022-09-04 20:38:00,0 days 00:17:00,17
1166,39153,2022-09-04 20:21:00,2022-09-04 20:43:00,0 days 00:22:00,22
2065,39154,2022-09-04 20:21:00,2022-09-04 20:38:00,0 days 00:17:00,17
1223,39155,2022-09-04 20:21:00,2022-09-04 20:46:00,0 days 00:25:00,25
2342,39156,2022-09-04 20:21:00,2022-09-04 20:41:00,0 days 00:20:00,20
2086,39157,2022-09-04 20:22:00,2022-09-04 20:43:00,0 days 00:21:00,21
1907,39158,2022-09-04 20:22:00,2022-09-04 20:40:00,0 days 00:18:00,18
301,39159,2022-09-04 20:22:00,2022-09-04 20:41:00,0 days 00:19:00,19
46,39160,2022-09-04 20:22:00,2022-09-04 20:40:00,0 days 00:18:00,18
1188,39161,2022-09-04 20:22:00,2022-09-04 20:46:00,0 days 00:24:00,24
400,39162,2022-09-04 20:22:00,2022-09-04 20:43:00,0 days 00:21:00,21
471,39163,2022-09-04 20:23:00,2022-09-04 20:47:00,0 days 00:24:00,24
1829,39164,2022-09-04 20:23:00,2022-09-04 20:39:00,0 days 00:16:00,16
2105,39166,2022-09-04 20:23:00,2022-09-04 20:42:00,0 days 00:19:00,19
1239,39167,2022-09-04 20:23:00,2022-09-04 20:41:00,0 days 00:18:00,18
788,39168,2022-09-04 20:23:00,2022-09-04 20:43:00,0 days 00:20:00,20
468,39169,2022-09-04 20:24:00,2022-09-04 20:44:00,0 days 00:20:00,20
829,39170,2022-09-04 20:24:00,2022-09-04 20:50:00,0 days 00:26:00,26
155,39171,2022-09-04 20:24:00,2022-09-04 20:38:00,0 days 00:14:00,14
980,39172,2022-09-04 20:24:00,2022-09-04 20:43:00,0 days 00:19:00,19
645,39173,2022-09-04 20:24:00,2022-09-04 20:46:00,0 days 00:22:00,22
489,39174,2022-09-04 20:24:00,2022-09-04 20:50:00,0 days 00:26:00,26
2166,39175,2022-09-04 20:24:00,2022-09-04 20:43:00,0 days 00:19:00,19
1546,39176,2022-09-04 20:25:00,2022-09-04 20:46:00,0 days 00:21:00,21
817,39177,2022-09-04 20:25:00,2022-09-04 20:47:00,0 days 00:22:00,22
453,39178,2022-09-04 20:25:00,2022-09-04 20:45:00,0 days 00:20:00,20
2109,39179,2022-09-04 20:25:00,2022-09-04 20:46:00,0 days 00:21:00,21
586,39180,2022-09-04 20:25:00,2022-09-04 20:47:00,0 days 00:22:00,22
370,39181,2022-09-04 20:26:00,2022-09-04 20:44:00,0 days 00:18:00,18
757,39182,2022-09-04 20:26:00,2022-09-04 20:47:00,0 days 00:21:00,21
963,39183,2022-09-04 20:26:00,2022-09-04 20:45:00,0 days 00:19:00,19
242,39184,2022-09-04 20:26:00,2022-09-04 20:47:00,0 days 00:21:00,21
486,39185,2022-09-04 20:26:00,2022-09-04 20:45:00,0 days 00:19:00,19
1517,39186,2022-09-04 20:26:00,2022-09-04 20:44:00,0 days 00:18:00,18
2011,39187,2022-09-04 20:26:00,2022-09-04 20:53:00,0 days 00:27:00,27
1569,39188,2022-09-04 20:27:00,2022-09-04 20:47:00,0 days 00:20:00,20
26,39189,2022-09-04 20:27:00,2022-09-04 20:47:00,0 days 00:20:00,20
2254,39190,2022-09-04 20:27:00,2022-09-04 20:49:00,0 days 00:22:00,22
359,39191,2022-09-04 20:27:00,2022-09-04 20:48:00,0 days 00:21:00,21
1472,39192,2022-09-04 20:27:00,2022-09-04 20:46:00,0 days 00:19:00,19
341,39193,2022-09-04 20:28:00,2022-09-04 20:43:00,0 days 00:15:00,15
1589,39194,2022-09-04 20:28:00,2022-09-04 20:50:00,0 days 00:22:00,22
633,39195,2022-09-04 20:28:00,2022-09-04 20:51:00,0 days 00:23:00,23
875,39197,2022-09-04 20:29:00,2022-09-04 20:50:00,0 days 00:21:00,21
700,39198,2022-09-04 20:29:00,2022-09-04 20:46:00,0 days 00:17:00,17
1288,39199,2022-09-04 20:29:00,2022-09-04 20:50:00,0 days 00:21:00,21
126,39200,2022-09-04 20:30:00,2022-09-04 20:53:00,0 days 00:23:00,23
1836,39201,2022-09-04 20:30:00,2022-09-04 20:47:00,0 days 00:17:00,17
1059,39202,2022-09-04 20:30:00,2022-09-04 20:51:00,0 days 00:21:00,21
760,39203,2022-09-04 20:31:00,2022-09-04 20:48:00,0 days 00:17:00,17
2313,39204,2022-09-04 20:31:00,2022-09-04 20:51:00,0 days 00:20:00,20
785,39205,2022-09-04 20:31:00,2022-09-04 20:47:00,0 days 00:16:00,16
411,39206,2022-09-04 20:31:00,2022-09-04 20:53:00,0 days 00:22:00,22
1567,39207,2022-09-04 20:31:00,2022-09-04 20:56:00,0 days 00:25:00,25
729,39208,2022-09-04 20:32:00,2022-09-04 20:53:00,0 days 00:21:00,21
42,39209,2022-09-04 20:32:00,2022-09-04 20:51:00,0 days 00:19:00,19
264,39210,2022-09-04 20:32:00,2022-09-04 20:54:00,0 days 00:22:00,22
1552,39211,2022-09-04 20:32:00,2022-09-04 20:57:00,0 days 00:25:00,25
1585,39212,2022-09-04 20:32:00,2022-09-04 20:58:00,0 days 00:26:00,26
777,39213,2022-09-04 20:32:00,2022-09-04 20:53:00,0 days 00:21:00,21
2023,39214,2022-09-04 20:32:00,2022-09-04 20:52:00,0 days 00:20:00,20
2249,39215,2022-09-04 20:32:00,2022-09-04 20:52:00,0 days 00:20:00,20
2203,39216,2022-09-04 20:33:00,2022-09-04 20:50:00,0 days 00:17:00,17
828,39217,2022-09-04 20:33:00,2022-09-04 20:50:00,0 days 00:17:00,17
300,39218,2022-09-04 20:33:00,2022-09-04 20:53:00,0 days 00:20:00,20
670,39219,2022-09-04 20:33:00,2022-09-04 20:51:00,0 days 00:18:00,18
405,39220,2022-09-04 20:34:00,2022-09-04 20:51:00,0 days 00:17:00,17
2210,39221,2022-09-04 20:34:00,2022-09-04 20:49:00,0 days 00:15:00,15
1368,39222,2022-09-04 20:34:00,2022-09-04 20:55:00,0 days 00:21:00,21
1747,39223,2022-09-04 20:34:00,2022-09-04 20:51:00,0 days 00:17:00,17
1704,39224,2022-09-04 20:34:00,2022-09-04 20:53:00,0 days 00:19:00,19
676,39225,2022-09-04 20:35:00,2022-09-04 20:52:00,0 days 00:17:00,17
1554,39226,2022-09-04 20:35:00,2022-09-04 20:57:00,0 days 00:22:00,22
202,39227,2022-09-04 20:35:00,2022-09-04 20:54:00,0 days 00:19:00,19
565,39228,2022-09-04 20:35:00,2022-09-04 20:53:00,0 days 00:18:00,18
1887,39229,2022-09-04 20:35:00,2022-09-04 21:00:00,0 days 00:25:00,25
2134,39230,2022-09-04 20:35:00,2022-09-04 20:59:00,0 days 00:24:00,24
703,39231,2022-09-04 20:36:00,2022-09-04 20:55:00,0 days 00:19:00,19
233,39232,2022-09-04 20:36:00,2022-09-04 20:57:00,0 days 00:21:00,21
415,39233,2022-09-04 20:36:00,2022-09-04 20:58:00,0 days 00:22:00,22
288,39234,2022-09-04 20:36:00,2022-09-04 20:54:00,0 days 00:18:00,18
1608,39235,2022-09-04 20:37:00,2022-09-04 21:02:00,0 days 00:25:00,25
835,39236,2022-09-04 20:38:00,2022-09-04 20:58:00,0 days 00:20:00,20
164,39238,2022-09-04 20:38:00,2022-09-04 20:56:00,0 days 00:18:00,18
262,39239,2022-09-04 20:38:00,2022-09-04 21:02:00,0 days 00:24:00,24
2135,39240,2022-09-04 20:38:00,2022-09-04 20:56:00,0 days 00:18:00,18
1763,39241,2022-09-04 20:38:00,2022-09-04 20:54:00,0 days 00:16:00,16
1216,39242,2022-09-04 20:38:00,2022-09-04 20:51:00,0 days 00:13:00,13
2356,39243,2022-09-04 20:38:00,2022-09-04 20:58:00,0 days 00:20:00,20
923,39244,2022-09-04 20:38:00,2022-09-04 20:56:00,0 days 00:18:00,18
1492,39245,2022-09-04 20:38:00,2022-09-04 20:53:00,0 days 00:15:00,15
2213,39246,2022-09-04 20:39:00,2022-09-04 20:57:00,0 days 00:18:00,18
766,39247,2022-09-04 20:39:00,2022-09-04 20:58:00,0 days 00:19:00,19
1379,39248,2022-09-04 20:39:00,2022-09-04 20:57:00,0 days 00:18:00,18
307,39249,2022-09-04 20:40:00,2022-09-04 21:01:00,0 days 00:21:00,21
479,39250,2022-09-04 20:41:00,2022-09-04 20:59:00,0 days 00:18:00,18
679,39251,2022-09-04 20:41:00,2022-09-04 21:03:00,0 days 00:22:00,22
1503,39252,2022-09-04 20:41:00,2022-09-04 21:02:00,0 days 00:21:00,21
1397,39253,2022-09-04 20:41:00,2022-09-04 21:01:00,0 days 00:20:00,20
1248,39254,2022-09-04 20:41:00,2022-09-04 21:07:00,0 days 00:26:00,26
986,39255,2022-09-04 20:41:00,2022-09-04 21:04:00,0 days 00:23:00,23
880,39256,2022-09-04 20:41:00,2022-09-04 21:03:00,0 days 00:22:00,22
637,39257,2022-09-04 20:41:00,2022-09-04 21:03:00,0 days 00:22:00,22
612,39258,2022-09-04 20:42:00,2022-09-04 21:00:00,0 days 00:18:00,18
1877,39259,2022-09-04 20:42:00,2022-09-04 20:59:00,0 days 00:17:00,17
1850,39260,2022-09-04 20:42:00,2022-09-04 20:58:00,0 days 00:16:00,16
135,39261,2022-09-04 20:42:00,2022-09-04 21:05:00,0 days 00:23:00,23
1371,39262,2022-09-04 20:42:00,2022-09-04 21:07:00,0 days 00:25:00,25
809,39263,2022-09-04 20:42:00,2022-09-04 21:02:00,0 days 00:20:00,20
259,39264,2022-09-04 20:42:00,2022-09-04 20:59:00,0 days 00:17:00,17
904,39265,2022-09-04 20:42:00,2022-09-04 21:05:00,0 days 00:23:00,23
1192,39266,2022-09-04 20:43:00,2022-09-04 21:03:00,0 days 00:20:00,20
1086,39267,2022-09-04 20:43:00,2022-09-04 21:06:00,0 days 00:23:00,23
568,39268,2022-09-04 20:43:00,2022-09-04 21:10:00,0 days 00:27:00,27
206,39269,2022-09-04 20:43:00,2022-09-04 21:10:00,0 days 00:27:00,27
1324,39270,2022-09-04 20:44:00,2022-09-04 21:02:00,0 days 00:18:00,18
508,39271,2022-09-04 20:45:00,2022-09-04 21:02:00,0 days 00:17:00,17
17,39272,2022-09-04 20:45:00,2022-09-04 21:06:00,0 days 00:21:00,21
218,39273,2022-09-04 20:45:00,2022-09-04 21:10:00,0 days 00:25:00,25
1259,39274,2022-09-04 20:45:00,2022-09-04 21:08:00,0 days 00:23:00,23
725,39275,2022-09-04 20:45:00,2022-09-04 21:03:00,0 days 00:18:00,18
1797,39276,2022-09-04 20:45:00,2022-09-04 21:00:00,0 days 00:15:00,15
607,39277,2022-09-04 20:45:00,2022-09-04 21:03:00,0 days 00:18:00,18
740,39278,2022-09-04 20:46:00,2022-09-04 21:10:00,0 days 00:24:00,24
295,39279,2022-09-04 20:46:00,2022-09-04 21:07:00,0 days 00:21:00,21
1730,39280,2022-09-04 20:46:00,2022-09-04 21:02:00,0 days 00:16:00,16
558,39281,2022-09-04 20:46:00,2022-09-04 21:11:00,0 days 00:25:00,25
538,39282,2022-09-04 20:46:00,2022-09-04 20:59:00,0 days 00:13:00,13
